title,CODE,20_topics,25_topics,30_topics,35_topics,40_topics,45_topics,50_topics
Thromobembolic and Hemorrhagic Complications after Neuroendovascular Procedures: Parameters for Acti,CLINICAL NEUROSCIENCES,17.0,23.0,7.0,19.0,13.0,6.0,31.0
Airway Management in Patients with Pituitary Disease: A Review of 746 Patients,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,5.0,2.0,25.0,12.0
Early Postoperative Cognitive Recovery after Total Intravenous Neuroanesthesia for Supratentorial Ex,CLINICAL NEUROSCIENCES,6.0,20.0,19.0,27.0,20.0,23.0,15.0
S100 Levels in Patients Who Require Intracerebral Aneurysm Clipping Surgery,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,19.0,24.0,25.0,31.0
Preoperative Carbohydrate Does Not Reduce Nausea and Vomiting after Thyroidectomy,CLINICAL NEUROSCIENCES,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Epidural Cooling in Conjunction with Motor Evoked Potentials for Protection of Spinal Cord during Th,CLINICAL NEUROSCIENCES,12.0,4.0,16.0,19.0,24.0,6.0,31.0
A “Forgotten” Issue in Postoperative Care of Neurosurgical Patients: How Do We Best Manage Postcrani,CLINICAL NEUROSCIENCES,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Postoperative Nausea and Vomiting: A Comparison between Desflurane and Sevoflurane Anesthesia in Pat,CLINICAL NEUROSCIENCES,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Comparison of the Sevoflurane Versus Propofol Effects on Post-Operative Pain; Hyperalgesia and Morph,CLINICAL NEUROSCIENCES,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Dexmedetomidine Does Not Affect Cortical Spike Discharge in Patients with Epilepsy: A Study with Int,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,23.0,15.0
The Effect of Esmolol-Induced Controlled Hypotension in Combined with Acute Normovolemic Hemodilutio,CLINICAL NEUROSCIENCES,6.0,4.0,18.0,10.0,24.0,6.0,15.0
Nitrotyrosine as an Oxidative Stress Marker in Human Traumatic Brain Injury,CLINICAL NEUROSCIENCES,17.0,2.0,1.0,1.0,29.0,17.0,31.0
The Interaction between Meperidine and Nefopam on the Shivering Threshold in Humans,CLINICAL NEUROSCIENCES,6.0,20.0,19.0,4.0,3.0,33.0,22.0
Bispectral Index (BIS) May Be Suitable for Estimation of Cerebral Hemodynamics,CLINICAL NEUROSCIENCES,0.0,4.0,16.0,19.0,24.0,6.0,31.0
Optimal End-Tidal Concentration of Sevoflurane To Obtain Positive Ankle Clonus Test in Adults,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,23.0,15.0
The Effect of General Anesthesia in Acupuncture Stimulation: A Functional MRI Study,CLINICAL NEUROSCIENCES,12.0,4.0,18.0,19.0,20.0,6.0,31.0
Dexmedetomidine Sedation for Awake Craniotomy and Electrocorticography,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Regulation of Angiotensin II Type 1 Receptors – Role of Proinflammatory Cytokines,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Inhibition of Nitric Oxide Synthase Restores Transfusion-Enhanced Gut Barrier Dysfunction in Endotox,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,31.0
Anthrax-Induced Biventricular Failure,CRITICAL CARE,8.0,2.0,16.0,1.0,24.0,6.0,31.0
Inhaled Nitric Oxide Attenuates Lower Extremity Ischemia - Reperfusion Inflammatory Responses in Hum,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Variability of Blood Glucose Concentration and Patient Outcome in ICU,CRITICAL CARE,17.0,23.0,10.0,11.0,2.0,25.0,12.0
Plasma and Lung Concentrations of Piperacillin/Tazobactam Administered in Continuous Infusion to Cri,CRITICAL CARE,12.0,4.0,18.0,19.0,24.0,6.0,31.0
Recombinant Human Interleukin-11 Ameliorates Hepatic Injury in Rats with Acute Liver Failure,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Admission Cardiac Troponin I Predicts Development of Pulmonary Edema after Subarachnoid Hemorrhage,CRITICAL CARE,17.0,23.0,10.0,19.0,2.0,25.0,31.0
Recombinant Human Activated Protein C Decreases Lymphomonopenia Apoptosis in the Early Phase of Sept,CRITICAL CARE,17.0,2.0,10.0,1.0,29.0,25.0,11.0
Granulocyte Colony-Stimulating Factor (G-CSF) Improves Survival and Reduces Inflammation after Hemor,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,31.0
Prognosis Value of Activated Partial Thromboplastin Time Biphasic Waveform Analysis in Septic Patien,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Nafamostat Mesilate Improves the Lung Tissue Findings of Reducing HMGB1 in a Rat Model of Endotoxin ,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Heme Oxygenase-1 Inhibits iNOS and CAT-2 Transcription in Stimulated Murine Macrophages,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Role of 3-Nitrotynosine in Escherichia coli LPS-Induced Vascular Hyporeactivity in Rats,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Lipopolysaccharide-Induced Sensitization of Adenylyl Cyclase Activity in Murine Macrophages,CRITICAL CARE,10.0,2.0,17.0,1.0,24.0,17.0,11.0
Role of High Mobility Group Box-1 (HMGB1) in Rats with Lethal Sepsis,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Anti-Inflammatory Effect of Propofol and Midazolam: Inhibition of TNFα; Interleukin-6; inducible NO-,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Ethyl Pyruvate Attenuates Janus Kinase/Signal Transducer and Activator of Transcription Pathway in L,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Mitochondrial Bioenergetics of Peripheral Blood Monocytes in Patients with Septic Shock,CRITICAL CARE,8.0,2.0,3.0,1.0,24.0,6.0,31.0
Recombinant Human Activated Protein C Improves Cardiac Performance in Ovine Septic Shock Following A,CRITICAL CARE,8.0,2.0,18.0,1.0,24.0,17.0,31.0
Protective Effects of Hemin Pretreatment on Heart during Septic Shock in Rats,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Protective Effects of Antioxidant Against in the Downregulation of α1-Adrenergic Receptors during Se,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Effects of Phenylephrine on Vital Organ Flows in Normal and Septic Sheep,CRITICAL CARE,12.0,16.0,16.0,19.0,24.0,6.0,31.0
Increased High Mobility Group Box-1 (HMGB1) Level Is Associated with Lethality in Critically Ill Pat,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Protective Effects of Hemin Pretreatment on Lung during Septic Shock in Rats,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Hyperbaric Oxygen Attenuates Lipopolysaccharide-Induced Acute Kidney Injury in Septic Rats,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Propofol Effective Improves Vascular Hyporeactivity of Rats in Endotoxin-Induced Septic Shock,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Ceftazidime Improves Hemodynamic Outcome in an Ovine Model of Septic Shock Following Smoke Inhalatio,CRITICAL CARE,8.0,2.0,18.0,19.0,24.0,6.0,31.0
Endotoxin-Induced Inflammation Is Potentiated by Halothane,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Structural and Functional Analysis of an Innate Immune Receptor: PGRP-SA,CRITICAL CARE,10.0,17.0,18.0,19.0,24.0,6.0,31.0
Anesthesia with Bolus Ketamine at Laparotomy Reduced TNF-alpha and IFN-gamma in the Postoperative E.,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Hypertonic Saline Plus Hydroxyethyl Starch Solution Alleviates Intestinal Mucosa Barrierfunction aft,CRITICAL CARE,0.0,4.0,18.0,22.0,24.0,6.0,31.0
Leukocyte Antisedimentation Rate (LAR) May Predict Adverse Postoperative Outcome but Appears Not To ,CRITICAL CARE,17.0,2.0,10.0,1.0,2.0,25.0,12.0
Plasmatic Immune Response Patterns in Septic Patients,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Sivelestat Sodium as Neutrophil Elastase Inhibitor Improves Lung Injury Score; Ventilator Free Days ,CRITICAL CARE,8.0,23.0,18.0,19.0,29.0,6.0,31.0
Accumulation of Activated Neutrophils and Gut Barrier Dysfunction during Acute Hypoxia in Rabbits,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,31.0
Increased Percentage of Circulating CD4+CD25+ Regulatory T Cells Are Correlated with Infections in P,CRITICAL CARE,17.0,2.0,1.0,1.0,29.0,6.0,31.0
A Retrospective Cohort Analysis of Early Versus Late Pressure Volume Curve Guided PEEP Therapy and M,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Putative Role of Erythropoietin (EPO) in Lung Injury,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Protective Effect of Rosiglitazone; an Agonist of PPAR-γ; on Acute Lung Injury in Endotoxemic Rats,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Topographical Distribution of Neutrophilic Inflammation after Smoke Inhalation Quantified by Positro,CRITICAL CARE,12.0,4.0,18.0,17.0,24.0,6.0,31.0
Influence of Continuous Blood Purification on Polymorphonuclear Leukocytes Function in ARDS Patients,CRITICAL CARE,8.0,2.0,18.0,1.0,29.0,6.0,31.0
Hemin Ameliorates Pulmonary Arterial Hypertension in Rats with Experimental Pulmonary Hypertension,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Heme Arginate Treatment Attenuates Pulmonary NF-κB and AP-1 Activation Induced by Hemorrhagic Shock ,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Hypercapnia Up-Regulates Neutrophil Adhesion in Human Pulmonary Microvascular Endothelial Cells,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Hypercapnic Acidosis Enhances Production of IL-8 from Activated Human Alveolar Epithelial Type II Ce,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Ethyl Pyruvate Ameliorates Endotoxin-Induced Acute Lung Injury in Rats,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
The Mechanisms of PI3K To Prevent Lung Injury Induced by Mechanical Ventilation,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Role of Cardiac Troponin-I and CK-MB Fraction in Evaluation Myocardial Contusion in Chest Trauma Pat,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
The Effect of Reduced Bronchial Circulation in Combined Burn and Smoke Inhalation in Sheep,CRITICAL CARE,8.0,2.0,18.0,1.0,29.0,6.0,31.0
Expression of Early Response Gene in Lung Due to Injurious Tidal Volume,CRITICAL CARE,9.0,10.0,6.0,1.0,29.0,17.0,31.0
The Effects ly294002 on the Genes Expression of Cytokine during Ventilation or LPS-Induced Lung Inju,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Phosphatidylinositol 3-Kinase Is a Pivotal Factor in Ventilation — Induced Lung Injury,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Early Treatment with Vaporized Perfluorohexane Attenuates Oleic Acid Induced Lung Injury,CRITICAL CARE,9.0,10.0,6.0,23.0,7.0,6.0,31.0
SOFA Score but Not P/F Ratio Predicts the Effectiveness of Sivelestat in ALI/ARDS Patients,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Prehospital Intubation's Impact on Mortality: A Level One Trauma Center Perspective,CRITICAL CARE,17.0,6.0,12.0,5.0,2.0,25.0,29.0
Ethyl Pyruvate Inhibition of High Mobility Group Box1 Protein in Acute Lung Injury Induced by Sepsis,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
A Role of iNOS in Burn-Induced Apoptotic Change in Skeletal Muscle,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Regional Blood Flow Following Serial Normovolemic Exchange Transfusion with HBOC201 in Swine,CRITICAL CARE,9.0,4.0,16.0,22.0,24.0,6.0,31.0
Burn Injury Induces Endoplasmic Reticulum (ER) Stress in Skeletal Muscle in Mice,CRITICAL CARE,10.0,2.0,1.0,1.0,29.0,17.0,11.0
The Effect of Positive End Expiratory Pressure in Asphyxial Cardiac Arrest,CRITICAL CARE,9.0,16.0,16.0,19.0,24.0,6.0,31.0
The Effect of Inspired Carbon Dioxide on Cardaic Function after Asphyxial Cardiac Arrest,CRITICAL CARE,9.0,16.0,16.0,22.0,24.0,6.0,31.0
The Role of the LMA in Emergency Airway Management of the Obese,CRITICAL CARE,13.0,6.0,12.0,5.0,4.0,28.0,29.0
Lumbar Epidural Morphine Versus Patient-Controlled Analgesia Morphine in Patients with Multiple Rib ,CRITICAL CARE,3.0,20.0,19.0,27.0,30.0,19.0,10.0
The Clinical Utility of Emergent Intubation with the LMA Using Light Sedation/Topical Anesthesia,CRITICAL CARE,13.0,6.0,12.0,5.0,4.0,28.0,29.0
Effect of Fenoldopam on Ischemia/Reperfusion Induced Apoptosis,CRITICAL CARE,8.0,5.0,26.0,1.0,29.0,17.0,31.0
Clevidipine Is Effective in Rapidly Controlling Elevated Blood Pressure Postoperatively in Cardiac S,CRITICAL CARE,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Central Venous Oxygen Saturation Does Not Correlate with Serum Lactate in Patients with Cardiogenic ,CRITICAL CARE,12.0,4.0,5.0,19.0,24.0,6.0,31.0
Perioperative Myocardial Infarction in Burn Patients,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Use of Fenoldopam Intravenous Infusion in Critically Ill Patients with Early Renal Dysfunction,CRITICAL CARE,17.0,23.0,18.0,19.0,22.0,6.0,31.0
Low Hemoglobin Levels Are Associated with Higher Mortality in Cancer Patients Admitted to the Surgic,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Prominent Heme Oxygenase-1 Induction in Liver by Recombinant Human Interleukin-11,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Ethyl Pyruvate Ringer's Solution Attenuates Hypoperfusion and Renal Injury after Hepatoenteric Ische,CRITICAL CARE,8.0,5.0,3.0,16.0,7.0,20.0,31.0
Individual Clinical Productivity in an Academic Critical Care Department,CRITICAL CARE,5.0,21.0,18.0,19.0,24.0,6.0,31.0
The Circadian Rhythm of Blood Glucose Control in Critically Ill Patients,CRITICAL CARE,17.0,12.0,9.0,11.0,23.0,16.0,36.0
Anti-Inflammatory Effect of Heme Oxygenase-1 Induction on Intestinal Tissue Inflammation by Hemorrha,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Impaired Immuno-Response to Lipopolysaccharide in Critically Ill Patients: Effects of CD 14 and TLR ,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Stress Doses of Hydrocortisone Reduce Chronic Stress Symptoms and Improve Health Related Quality of ,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Use the Fractional Excretion of Urea in Differential Diagnosis of Renal Dysfunction after Cardiac Su,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Acid-Base Balance and Continuous Veno-Venous Hemofiltration (CVVH) with Commercial Low-Dose Citrate ,CRITICAL CARE,15.0,4.0,18.0,19.0,24.0,6.0,31.0
The Outcome of Selected Postoperative ICU Patients Treated without Intensive Insulin Therapy,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Two Different Regimens of Commercial Low-Citrate Anticoagulation Hemofiltration in High Risk Patient,CRITICAL CARE,15.0,4.0,18.0,19.0,24.0,6.0,31.0
Blood Glucose on Day of ICU Admission as a Surrogate of Subsequent Glucose Control in Intensive Care,CRITICAL CARE,17.0,12.0,9.0,11.0,23.0,16.0,36.0
A Comparison of Propofol/Morphine; Fentanyl/Midazolam; and Propofol/Fentanyl for Sedation and Analge,CRITICAL CARE,17.0,23.0,10.0,8.0,20.0,25.0,15.0
Beneficial Effect of Synthetic Atrial Natriuretic Peptide on Conventional Therapy Resistant Renal Dy,CRITICAL CARE,12.0,4.0,18.0,19.0,24.0,6.0,31.0
Anti-Apoptotic Effect of Heme Oxygenase-1 Induction on Intestinal Tissue Injury Caused by Hemorrhagi,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Complete vs Partial HELLP Syndrome: Is It Worth the Distinction?,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Perioperative Complications in Patients Submitted to Right Lobe Hepatectomy for Living Donor Liver T,CRITICAL CARE,17.0,23.0,10.0,8.0,25.0,26.0,16.0
Comparison of Thermoregulatory Thresholds with Two Different Cooling Rates in Hyperthermic Volunteer,CRITICAL CARE,2.0,24.0,15.0,4.0,3.0,33.0,22.0
Effects of Positive End- Expiratory Pressure (PEEP) on Liver Function and Splanchnic Microcirculatio,CRITICAL CARE,9.0,16.0,16.0,22.0,24.0,6.0,31.0
Formation of Bedside Percutaneous Tracheostomy with the T-Dagger: A Prospective Randomized and Compa,CRITICAL CARE,13.0,6.0,12.0,5.0,4.0,6.0,31.0
Adjuvant Use of Dexmedetomidine May Reduce the Incidence of Endotracheal Intubation Caused by Benzod,CRITICAL CARE,6.0,7.0,18.0,19.0,20.0,23.0,15.0
Reduction of the Histopathologic Damage in Acute Severe Pancreatitis in Swine after Application of t,CRITICAL CARE,0.0,4.0,18.0,19.0,24.0,6.0,31.0
Perioperative Glycemic Control in Coronary Artery Bypass Graft Patients,CRITICAL CARE,17.0,23.0,10.0,11.0,23.0,25.0,12.0
Influence of Remifentanil Versus Fentanyl Analgesia on the Perioperative Course of Plasma Procalcito,CRITICAL CARE,6.0,7.0,18.0,8.0,20.0,23.0,15.0
Utilization of Intensive Care Resources in Bariatric Surgery,CRITICAL CARE,17.0,4.0,10.0,8.0,2.0,25.0,31.0
Dexmedetomidine Down-Regulates Anti-Tumor Immunity in Mice,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Anesthetic Management of Combined Heart-Liver Transplantation,CRITICAL CARE,15.0,16.0,16.0,8.0,24.0,6.0,31.0
Acute Renal Failure in Obstetrics; Is It Really a Prognostic Factor?,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
End Tidal Target Controlled Volatile Anesthesia Compared to Classical Desflurane Delivery in Major S,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Pilot Safety; Tolerability; and Pharmacokinetic Human Trial of Propofol Lingual Spray,DRUG DISPOSITION,6.0,20.0,19.0,27.0,24.0,23.0,10.0
A Novel Method for Infusing Dexmedetomidine in Postoperative Gynecological Patients,DRUG DISPOSITION,6.0,20.0,19.0,27.0,30.0,19.0,10.0
Evaluation of Gas Humidifying Devices as a Means of Intraperitoneal Ropivacaine Administration for L,DRUG DISPOSITION,9.0,10.0,6.0,23.0,11.0,10.0,6.0
Anesthetic Potency and Safety of Isoflurane Injection in Rats and Dogs,DRUG DISPOSITION,6.0,7.0,18.0,10.0,24.0,23.0,15.0
The Partition Coefficients of Xenon in Lipid Emulsion and Its Components,DRUG DISPOSITION,12.0,4.0,18.0,19.0,24.0,6.0,31.0
A Pilot Study Evaluating the Efficacy of S-Caine Patch with Variable Application Time; Heat and Stim,DRUG DISPOSITION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Clinical Validation of a New Closed-Loop Controller for the Administration of Analgesics,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Intranasal Lidocaine Using a Metered-Dose Spray Is Effective for Refractory Trigeminal Neuralgia,DRUG DISPOSITION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Lack of Analgesic Effect of Amitriptyline in Patients with Acute Herpetic Neuralgia,DRUG DISPOSITION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Subcutaneous Sumatriptan for Refractory Trigeminal Neuralgia: Results from a Double-Blind Placebo Co,DRUG DISPOSITION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Analgesic Effect of Oxycodone with or without d-Chlorpheniramine in Patients with Postherpetic Neura,DRUG DISPOSITION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Analgesic and Antidepressive Effect of Paroxetine in Patients with Refractory Chronic Pain,DRUG DISPOSITION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Analgegic Effects of Parecoxib Sodium Following Total Prostatectomy,DRUG DISPOSITION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Influence of Intravenous Infusion Speed of PGE1 on Analgesic Intensity in Chronic Pain Patients,DRUG DISPOSITION,3.0,4.0,19.0,27.0,30.0,19.0,10.0
Methoxyflurane for Relief of Acute Pain: Interpretation of Uptake and Elimination Curves,DRUG DISPOSITION,9.0,4.0,18.0,23.0,24.0,10.0,31.0
Multi-Unit and Multi-Path System Can Explain Synergy of Anesthetics,DRUG DISPOSITION,6.0,7.0,4.0,19.0,20.0,6.0,31.0
A Novel Procedure To Estimate the Interaction Parameters between Morphine and Ketamine,DRUG DISPOSITION,6.0,7.0,4.0,19.0,20.0,9.0,14.0
Real-Time Individualization of Propofol Pharmacodynamic Parameters,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,7.0,15.0
Estimation of the Plasma-Effect Site Equilibration Rate Constant (keO) by Two Methods,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,9.0,14.0
Effect Site Targeting Leads to Different Induction Bolus Doses for Different PK Models Despite Peak ,DRUG DISPOSITION,6.0,7.0,4.0,19.0,20.0,9.0,14.0
The Identification of Appropriate Pharmacokinetic Model Based on Analysis of Enclosed Area between t,DRUG DISPOSITION,6.0,7.0,4.0,19.0,20.0,9.0,14.0
The Effect of Surgical Stimulation on the Relationship between Endtidal Sevoflurane Concentration an,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Bispectral Index and Effect-Site EC50 for Remifentanil and Propofol Target Controlled Infusion at Tw,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Pharmacokinetics (PK) and Pharmacodynamics (PD) of Rocuronium Bromide in Patients Undergoing Brain S,DRUG DISPOSITION,6.0,7.0,4.0,19.0,20.0,9.0,14.0
Propofol Predicted Effect-Site Concentrations at Loss of Consciousness Are Strongly Correlated with ,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,23.0,15.0
The NK1 Receptor Antagonist Aprepitant for Prevention of Postoperative Nausea and Vomiting,DRUG DISPOSITION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
A Pooled Analysis of Extended-Release Epidural Morphine Pharmacokinetics,DRUG DISPOSITION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Pharmacodynamic Effects of Target Controlled Infusion of Cisatracurium,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Effects of Two Target-Controlled Concentrations (1 - 3 ng/ml) of Remifentanil on MACBAR of Desfluran,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Effect Site Concentrations of Remifentanil Blunting Cardiovascular Responses to Surgical Stimuli dur,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,23.0,15.0
A New Approach to the PK-PD of Remifentanil,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Cerebral Hypoperfusion Enhances Effectiveness of Intracarotid Mannitol,DRUG DISPOSITION,0.0,14.0,18.0,14.0,9.0,34.0,34.0
Surfactant Carbon Chain Length Increases Time to Induction for Propofol Microemulsions in Rat,DRUG DISPOSITION,6.0,4.0,18.0,19.0,24.0,6.0,31.0
The Influence of Gentic Polymorphism at the μ-Opioid Receptor Gene (A118G) and MDR1 Gene (C3435T) on,DRUG DISPOSITION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Faster Time to Orientation with Remifentanil Compared to Equipotent Nitrous Oxide during Desflurane/,DRUG DISPOSITION,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Fentanyl Effect-Site Concentration Managed with Patient-Controlled Analgesia Postoperatively Correla,DRUG DISPOSITION,6.0,20.0,19.0,27.0,20.0,23.0,15.0
